globaleventid,eventtimedate,mentiontimedate,mentiontype,mentionsourcename,mentionidentifier,sentenceid,actor1charoffset,actor2charoffset,actioncharoffset,inrawtext,confidence,mentiondoclen,mentiondoctone,mentiondoctranslationinfo,extras
669477517,20170701000000,20170701234500,1,elheraldodechihuahua.com.mx,https://www.elheraldodechihuahua.com.mx/republica/justicia-republica/657012-detienen-en-la-mixteca-a-16-huachicoleros,1,-1,623,630,1,100,1656,-1.42857142857143,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670740,20170701234500,20170701234500,1,intoleranciadiario.com,http://intoleranciadiario.com/detalle_noticia/157068/politica/integrantes-de-la-28-de-octubre-despiden-a-meztli-sarabia-y-exigen-justicia,16,-1,3387,3323,1,100,4071,-5.21739130434783,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669636555,20170701181500,20170701234500,1,ecodiario.eleconomista.es,http://ecodiario.eleconomista.es/internacional/noticias/8470364/07/17/Destituidos-cinco-mandos-militares-relacionados-con-el-robo-en-un-arsenal-del-Ejercito-portugues.html,15,-1,3414,3398,1,100,3466,-5.86145648312611,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669477098,20170701000000,20170701234500,1,fasopresse.net,http://www.fasopresse.net/societe/5809-a-70-ans-elles-ecopent-de-deux-mois-de-prison-ferme?5e90491fecb379c63acce1d6f2f74023=a2386a947a08e9cfb45ee80e1de47279,3,-1,1524,1506,1,100,3286,-5.11363636363637,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669670741,20170701234500,20170701234500,1,intoleranciadiario.com,http://intoleranciadiario.com/detalle_noticia/157067/politica/solicitara-barbosa-que-pgr-atraiga-homicidio-de-meztli-sarabia,5,-1,645,616,1,100,4994,-0.23094688221708998,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669664390,20170701230000,20170701234500,1,proceso.hn,http://www.proceso.hn/tecnologia/2-ciencia-y-tecnologia/personas-con-discapacidad-visual-de-6-paises-conquistan-volcan-baru-de-panama.html,10,-1,1743,1729,1,80,2688,-2.23713646532439,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669664391,20170701230000,20170701234500,1,proceso.hn,http://www.proceso.hn/tecnologia/2-ciencia-y-tecnologia/personas-con-discapacidad-visual-de-6-paises-conquistan-volcan-baru-de-panama.html,10,-1,1743,1729,0,20,2688,-2.23713646532439,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669554785,20170701081500,20170701234500,1,news1.kr,http://news1.kr/articles/?3036582,6,-1,2590,2570,1,100,5476,3.38218714768884,srclc:kor;eng:GT-KOR 1.0,
669670742,20170701234500,20170701234500,1,news1.kr,http://news1.kr/articles/?3034978,7,-1,1622,1574,1,100,4976,-2.26666666666666,srclc:kor;eng:GT-KOR 1.0,
669629599,20170701173000,20170701234500,1,africatime.com,http://fr.africatime.com/db/nigeria-des-combattants-de-boko-haram-se-font-passer-pour-des-refugies,8,-1,1600,1564,1,100,2755,-7.366071428571429,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669558055,20170701084500,20170701234500,1,almadapaper.net,http://www.almadapaper.net/ar/news/532175/%D8%A7%D9%84%D8%A8%D9%8A%D8%B4%D9%85%D8%B1%D9%83%D8%A9-%D8%AA%D8%AD%D9%81%D8%B1-%D8%AE%D9%86%D8%AF%D9%82%D8%A7-%D9%84%D9%85%D9%86%D8%B9-%D8%AA%D8%B3%D9%84%D9%84-%D8%AF%D8%A7%D8%B9%D8%B4-%D8%A7%D9%84%D9%89-,14,-1,3610,3541,0,20,6814,-5.882352941176469,srclc:ara;eng:GT-ARA 1.0,
669670743,20170701234500,20170701234500,1,observador.pt,http://observador.pt/especiais/o-jornalista-que-passou-cinco-anos-a-procura-da-biblia-mais-antiga-do-mundo/,8,-1,5142,5121,1,100,42271,-0.38276155372838,srclc:por;eng:GT-POR 1.0,
669477112,20170701000000,20170701234500,1,ilfriuli.it,http://www.ilfriuli.it/articolo/Cultura/Il_viaggio_del_liberty_da_Praga_a_Trieste/6/168356,1,-1,139,79,1,100,2875,5.387931034482759,srclc:ita;eng:GT-ITA 1.0,
669531540,20170701050000,20170701234500,1,goettinger-tageblatt.de,http://www.goettinger-tageblatt.de/Welt/Politik/Deutschland-Welt/Der-lange-Abschied-vom-europaeischen-Patrioten,6,-1,-1,1653,0,20,5673,-0.10256410256411,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669655572,20170701210000,20170701234500,1,goettinger-tageblatt.de,http://www.goettinger-tageblatt.de/Welt/Politik/Deutschland-Welt/Der-lange-Abschied-vom-europaeischen-Patrioten,6,-1,-1,1653,0,20,5673,-0.10256410256411,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669607319,20170701150000,20170701234500,1,goettinger-tageblatt.de,http://www.goettinger-tageblatt.de/Welt/Politik/Deutschland-Welt/Der-lange-Abschied-vom-europaeischen-Patrioten,6,-1,1713,1653,0,40,5673,-0.10256410256411,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669485000,20170701003000,20170701234500,1,observador.pt,http://observador.pt/especiais/o-jornalista-que-passou-cinco-anos-a-procura-da-biblia-mais-antiga-do-mundo/,25,-1,11713,11661,1,100,42271,-0.38276155372838,srclc:por;eng:GT-POR 1.0,
669664394,20170701230000,20170701234500,1,proceso.hn,http://www.proceso.hn/tecnologia/2-ciencia-y-tecnologia/personas-con-discapacidad-visual-de-6-paises-conquistan-volcan-baru-de-panama.html,3,-1,493,421,1,60,2688,-2.23713646532439,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669664395,20170701230000,20170701234500,1,proceso.hn,http://www.proceso.hn/tecnologia/2-ciencia-y-tecnologia/personas-con-discapacidad-visual-de-6-paises-conquistan-volcan-baru-de-panama.html,3,-1,493,421,0,40,2688,-2.23713646532439,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670744,20170701234500,20170701234500,1,lopinion.ma,http://www.lopinion.ma/def.asp?codelangue=23&id_info=56620,6,-1,1925,1920,1,100,3946,1.2759170653907501,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669670745,20170701234500,20170701234500,1,lopinion.ma,http://www.lopinion.ma/def.asp?codelangue=23&id_info=56620,6,-1,1925,1798,1,100,3946,1.2759170653907501,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669633691,20170701174500,20170701234500,1,orange.mu,http://www.orange.mu/sinformer/afp/actualites/485209/hommage-europeen-pour-helmut-kohl-citoyen-d-honneur-de-l-europe,8,-1,3220,3204,1,100,4088,-0.58737151248164,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669633692,20170701174500,20170701234500,1,orange.mu,http://www.orange.mu/sinformer/afp/actualites/485209/hommage-europeen-pour-helmut-kohl-citoyen-d-honneur-de-l-europe,8,-1,3187,3242,1,100,4088,-0.58737151248164,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669670746,20170701234500,20170701234500,1,lahora.com.ec,https://lahora.com.ec/noticia/1102080886/colpaso-de-estructura-para-corrida-de-toros-deja-50-heridos,12,-1,2251,2127,1,100,2445,-7.614213197969541,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669477123,20170701000000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=KJsCvHa793490752395aKJsCvH,4,-1,442,388,1,100,3480,-2.48091603053435,srclc:ara;eng:GT-ARA 1.0,
669670747,20170701234500,20170701234500,1,cridem.org,http://www.cridem.org/C_Info.php?article=699717,5,-1,2647,2654,1,100,9394,1.65847665847666,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669670748,20170701234500,20170701234500,1,internetajans.com,http://emlak.internetajans.com/ronensansin-cevreci-yarismasi-yogun-ilgi-gordu-1873,8,-1,5818,5830,1,100,6277,3.0338389731621898,srclc:tur;eng:GT-TUR 1.0,
669593040,20170701130000,20170701234500,1,wakionline.com,http://www.wakionline.com/Policy-reports/78128.html,4,-1,724,674,1,100,2596,1.85676392572944,srclc:ara;eng:GT-ARA 1.0,
669670749,20170701234500,20170701234500,1,haberartiturk.com,http://www.haberartiturk.com/akpli-baskan-yardimcisi-olduruldu-67717h.htm,4,-1,926,968,1,100,2179,-5.18292682926829,srclc:tur;eng:GT-TUR 1.0,
669670750,20170701234500,20170701234500,1,source-7.com,http://www.source-7.com/Msr/756817.html,4,-1,1695,1654,1,100,2162,0.66445182724252,srclc:ara;eng:GT-ARA 1.0,
669670750,20170701234500,20170701234500,1,elbalad.news,http://www.elbalad.news/2827833,4,-1,1746,1705,1,100,2315,0.9433962264150899,srclc:ara;eng:GT-ARA 1.0,
669670751,20170701234500,20170701234500,1,source-7.com,http://www.source-7.com/Msr/756813.html,7,-1,2457,2423,1,100,2744,1.77215189873418,srclc:ara;eng:GT-ARA 1.0,
669477755,20170701000000,20170701234500,1,razon.com.mx,http://www.razon.com.mx/spip.php?article352521,3,-1,759,753,1,100,2916,2.77777777777778,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669477755,20170701000000,20170701234500,1,tiempo.hn,http://tiempo.hn/hondurena-tras-llegar-al-aeropuerto-de-madrid/,2,-1,130,103,1,100,2063,-3.58126721763085,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670752,20170701234500,20170701234500,1,lasprovincias.es,http://www.lasprovincias.es/economia/sector-juego-20170702001353-ntvo.html,2,-1,705,633,1,100,4099,-0.60240963855422,srclc:spa;eng:GT-SPA 1.0,
669670753,20170701234500,20170701234500,1,tiempo.hn,http://tiempo.hn/hondurena-tras-llegar-al-aeropuerto-de-madrid/,1,-1,60,33,1,100,2063,-3.58126721763085,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670754,20170701234500,20170701234500,1,elpais.com,http://ccaa.elpais.com/ccaa/2017/07/01/catalunya/1498937056_762477.html,4,-1,1341,1354,1,100,3092,1.21317157712305,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670755,20170701234500,20170701234500,1,tagesanzeiger.ch,http://www.tagesanzeiger.ch/sonntagszeitung/dny/Der-Bundesanwalt-sein-Aufseher-und-die-Russenmafia/story/20096129,2,-1,1243,1228,1,60,6469,-3.65384615384615,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669670756,20170701234500,20170701234500,1,tv5monde.com,http://information.tv5monde.com/afrique/g5-sahel-lancement-officiel-de-la-force-antiterroriste-bamako-178328,10,-1,2967,2934,1,100,8000,-2.25056264066017,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669670757,20170701234500,20170701234500,1,elpais.com,http://elpais.com/elpais/2017/06/29/opinion/1498735776_604476.html,21,-1,6256,6263,0,40,6856,-6.09756097560975,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669634074,20170701174500,20170701234500,1,elpais.com,http://elpais.com/elpais/2017/06/29/opinion/1498735776_604476.html,21,-1,6256,6263,1,60,6856,-6.09756097560975,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670758,20170701234500,20170701234500,1,observador.pt,http://observador.pt/opiniao/recordando-simone-veil-e-tudo-o-que-lhe-devo/,3,-1,1931,1906,0,20,10361,-2.07443563148261,srclc:por;eng:GT-POR 1.0,
669477138,20170701000000,20170701234500,1,observador.pt,http://observador.pt/opiniao/recordando-simone-veil-e-tudo-o-que-lhe-devo/,3,-1,1931,1906,1,80,10361,-2.07443563148261,srclc:por;eng:GT-POR 1.0,
669568398,20170701094500,20170701234500,1,medias24.com,https://www.medias24.com/map/map-23722-Signature-d-un-protocole-drsquoaccord-entre-la-CDG-et-la-Caisse-des-depots-francaise.html,1,-1,41,0,1,100,1629,3.16205533596838,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669479199,20170701001500,20170701234500,1,wakionline.com,http://www.wakionline.com/world-news/78010.html,3,-1,724,677,1,100,2889,-3.54767184035477,srclc:ara;eng:GT-ARA 1.0,
669471877,20170701000000,20170701234500,1,alghad.com,http://www.alghad.com/./articles/1693302-%D8%A7%D9%84%D9%86%D9%82%D9%84-%D8%A7%D9%84%D8%A8%D8%B1%D9%8A-%D8%AA%D8%AF%D8%B1%D8%B3-%D8%AA%D8%AE%D9%81%D9%8A%D8%B6-%D8%A3%D8%AC%D9%88%D8%B1-%D8%A7%D9%84%D9%86%D9%82%D9%84?s=8fb4b467c050eaeb63c476dd97b0417e,2,-1,1059,976,1,100,2316,-0.290697674418604,srclc:ara;eng:GT-ARA 1.0,
669471877,20170701000000,20170701234500,1,tvzvezda.ru,http://tvzvezda.ru/news/vstrane_i_mire/content/201707020044-56bj.htm,2,-1,64,82,1,100,882,-2.8169014084507102,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669471877,20170701000000,20170701234500,1,el7sry2day.info,http://el7sry2day.info/2017/07/02/%D8%B2%D8%B9%D9%8A%D9%85-%D8%AD%D8%B2%D8%A8-%D8%A7%D9%84%D8%B9%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A-%D9%8A%D8%AA%D8%B8%D8%A7%D9%87%D8%B1-%D8%B6%D8%AF-%D8%AD%D9%83/,5,-1,995,946,0,20,1420,-2.02020202020202,srclc:ara;eng:GT-ARA 1.0,
669471877,20170701000000,20170701234500,1,alghad.com,http://www.alghad.com/articles/1693302-%D8%A7%D9%84%D9%86%D9%82%D9%84-%D8%A7%D9%84%D8%A8%D8%B1%D9%8A-%D8%AA%D8%AF%D8%B1%D8%B3-%D8%AA%D8%AE%D9%81%D9%8A%D8%B6-%D8%A3%D8%AC%D9%88%D8%B1-%D8%A7%D9%84%D9%86%D9%82%D9%84?s=ea39cd9035b326adfa788c999742dce5,2,-1,1059,976,1,100,2316,-0.290697674418604,srclc:ara;eng:GT-ARA 1.0,
669477810,20170701000000,20170701234500,1,unitaangola.org,http://www.unitaangola.org/PT/TableDiscurso.awp?AWPIDA93CD5D0=72EA5168D8B73B78759EDB15551D59210B11467B,2,-1,830,790,0,80,3548,0.35778175313059,srclc:por;eng:GT-POR 1.0,
669670759,20170701234500,20170701234500,1,almadapaper.net,http://www.almadapaper.net/ar/news/532198/%D8%B5%D8%AD%D8%A7%D9%81%D8%A9-%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9,4,-1,1162,1149,0,40,4628,-3.38983050847457,srclc:ara;eng:GT-ARA 1.0,
669480272,20170701001500,20170701234500,1,paraiba.com.br,http://www.paraiba.com.br/2017/07/01/49431-sexsomnia-atinge-7-da-populacao-e-pode-levar-a-sexo-e-violencia-conheca,3,-1,1732,1761,1,100,2552,-4.63414634146342,srclc:por;eng:GT-POR 1.0,
669670760,20170701234500,20170701234500,1,elnahar-news.com,http://www.elnahar-news.com/world/487833.html,3,-1,501,478,1,100,1016,2.0833333333333304,srclc:ara;eng:GT-ARA 1.0,
669670761,20170701234500,20170701234500,1,alhayat.com,http://www.alhayat.com/Articles/22644422/%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D8%A7-%D9%88%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85-%D9%88%D8%AF%D9%91%D8%B9%D8%A7-%D9%87%D9%84%D9%85%D9%88%D8%AA-%D9%83%D9%88%D9%84,4,-1,2649,2600,1,40,2834,0.7299270072992701,srclc:ara;eng:GT-ARA 1.0,
669670762,20170701234500,20170701234500,1,alhayat.com,http://www.alhayat.com/Articles/22644422/%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D8%A7-%D9%88%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85-%D9%88%D8%AF%D9%91%D8%B9%D8%A7-%D9%87%D9%84%D9%85%D9%88%D8%AA-%D9%83%D9%88%D9%84,4,-1,2649,2600,0,20,2834,0.7299270072992701,srclc:ara;eng:GT-ARA 1.0,
669477875,20170701000000,20170701234500,1,elespectador.com,http://www.elespectador.com/noticias/bogota/docentes-de-bogota-podrian-volver-paro-si-no-se-resuelve-lio-con-la-reposicion-de-clases-articulo-701040,3,-1,259,270,1,100,2563,2.09302325581396,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670763,20170701234500,20170701234500,1,tribunnews.com,http://wartakota.tribunnews.com/2017/07/02/pegiat-literasi-ini-tak-pernah-menyangka-akan-terima-kartu-lebaran-dari-presiden-jokowi,8,-1,1292,1256,1,100,2646,3.54430379746836,srclc:ind;eng:GT-IND 1.0,
669644627,20170701194500,20170701234500,1,almadapaper.net,http://www.almadapaper.net/ar/news/532219/%D8%A7%D9%84%D8%B5%D8%AF%D8%B1-%D9%8A%D8%B7%D9%84%D9%82-%D8%A7%D9%84%D8%AA%D8%AD%D8%A7%D9%84%D9%81-%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A-%D9%88%D9%8A%D9%82%D8%AA%D8%B1%D8%A8-%D9%85%D9%86-%D8%A7%D8%A6%D8%AA%D9%84,3,-1,1095,1017,1,100,6920,1.1482254697286,srclc:ara;eng:GT-ARA 1.0,
669562299,20170701091500,20170701234500,1,albayan.ae,http://www.albayan.ae/one-world/arabs/2017-07-02-1.2992545,6,-1,2519,2506,1,100,4236,1.6207455429497502,srclc:ara;eng:GT-ARA 1.0,
669639256,20170701190000,20170701234500,1,tribunnews.com,http://wartakota.tribunnews.com/2017/07/02/pegiat-literasi-ini-tak-pernah-menyangka-akan-terima-kartu-lebaran-dari-presiden-jokowi,5,-1,1012,980,1,100,2646,3.54430379746836,srclc:ind;eng:GT-IND 1.0,
669483321,20170701001500,20170701234500,1,telam.com.ar,http://www.telam.com.ar/notas/201707/194113-la-oposicion-marcho-para-respaldar-a-la-fiscal-ortega-diaz.html,6,-1,828,812,1,100,1483,-6.88259109311741,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669526615,20170701041500,20170701234500,1,medias24.com,https://www.medias24.com/map/map-23722-Signature-d-un-protocole-drsquoaccord-entre-la-CDG-et-la-Caisse-des-depots-francaise.html,5,-1,854,833,1,100,1629,3.16205533596838,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669471920,20170701000000,20170701234500,1,uainfo.org,http://uainfo.org/blognews/1498942371-opasnyy-svidetel-dlya-vsey-elity-rossii.html,6,-1,1916,1885,1,100,5173,-2.6966292134831398,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669670764,20170701234500,20170701234500,1,rt.com,https://russian.rt.com/world/news/404972-avstriya-migrant-ubil,5,-1,956,946,1,100,1016,-1.1235955056179798,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669625038,20170701164500,20170701234500,1,estrategiaynegocios.net,http://www.estrategiaynegocios.net/centroamericaymundo/1085598-330/venezuela-oposici%C3%B3n-march%C3%B3-tras-tres-meses-de-protestas-contra-maduro,30,-1,4367,4291,1,100,4992,-6.3670411985018704,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670765,20170701234500,20170701234500,1,ici.radio-canada.ca,http://ici.radio-canada.ca/nouvelle/1043061/immigration-hemmingford-manifestation-refugies,2,-1,367,327,1,60,2518,-3.9312039312039397,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669485249,20170701003000,20170701234500,1,ecodiario.eleconomista.es,http://ecodiario.eleconomista.es/internacional/noticias/8470365/07/17/Bolivia-responde-a-EEUU-que-turitas-aumentaron-pese-a-pedido-de-visas.html,8,-1,1419,1430,1,100,1586,-3.90625,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669482683,20170701001500,20170701234500,1,dominio.fm,http://dominio.fm/suman-86-muertos-protestas-venezuela/,12,-1,1640,1664,1,100,3058,-4.04624277456648,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669596910,20170701134500,20170701234500,1,kaliningrad.kp.ru,http://www.kaliningrad.kp.ru/online/news/2793808/,7,-1,846,824,1,100,1622,-0.70671378091872,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669500597,20170701013000,20170701234500,1,estrategiaynegocios.net,http://www.estrategiaynegocios.net/centroamericaymundo/1085598-330/venezuela-oposici%C3%B3n-march%C3%B3-tras-tres-meses-de-protestas-contra-maduro,3,-1,255,234,1,100,4992,-6.3670411985018704,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669494756,20170701011500,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,277,-1,77517,77486,1,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669670766,20170701234500,20170701234500,1,jmonline.com.br,"http://jmonline.com.br/novo/?noticias,6,POL%CDTICA,142000",6,-1,2095,2134,1,20,4302,1.669449081803,srclc:por;eng:GT-POR 1.0,
669506785,20170701023000,20170701234500,1,multi-news.gr,http://www.multi-news.gr/newsbeast-chionis-enosoume-tis-dinamis-mas-ellines-allodapi-ergazomeni/,4,-1,755,731,1,100,1588,-4.36363636363637,srclc:ell;eng:GT-ELL 1.0,
669670767,20170701234500,20170701234500,1,multi-news.gr,http://www.multi-news.gr/newsbeast-chionis-enosoume-tis-dinamis-mas-ellines-allodapi-ergazomeni/,2,-1,98,79,1,100,1588,-4.36363636363637,srclc:ell;eng:GT-ELL 1.0,
669480645,20170701001500,20170701234500,1,alwatan.com.sa,http://alwatan.com.sa/Nation/News_Detail.aspx?ArticleID=307967&CategoryID=3,2,-1,623,599,1,100,803,5.12820512820513,srclc:ara;eng:GT-ARA 1.0,
669474035,20170701000000,20170701234500,1,folkebladet.no,http://www.folkebladet.no/utenriks/2017/07/02/Ekslege-bak-sykehusskyting-var-ute-etter-tidligere-kollega-14963472.ece,7,-1,938,930,1,100,1719,-8.20895522388059,srclc:nor;eng:GT-NOR 1.0,
669474035,20170701000000,20170701234500,1,aleqtisady.com,http://www.aleqtisady.com/egyptnews/tw-1009782,1,-1,928,916,1,100,1286,2.16216216216216,srclc:ara;eng:GT-ARA 1.0,
669477220,20170701000000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=KJsCvHa728396557713aKJsCvH,35,-1,13728,13704,1,100,14781,-7.77153558052435,srclc:ara;eng:GT-ARA 1.0,
669664410,20170701230000,20170701234500,1,razon.com.mx,http://www.razon.com.mx/spip.php?article352526,6,-1,968,1005,1,100,1346,-6.14035087719298,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669503547,20170701014500,20170701234500,1,el-carabobeno.com,https://www.el-carabobeno.com/herido-tras-ataque-grupos-armados-bocono/,5,-1,468,477,1,100,1422,-6.25,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670768,20170701234500,20170701234500,1,tiempo.hn,http://tiempo.hn/finanzas-amor-los-libros-mas-buscan-sampedranos/,2,-1,1954,1933,1,100,2361,2.02020202020202,srclc:spa;eng:GT-SPA 1.0,
669643372,20170701193000,20170701234500,1,elnuevodiario.com.ni,http://www.elnuevodiario.com.ni/internacionales/centroamerica/432563-hija-berta-caceres-sobrevive-dos-atentados-hondura/,3,-1,339,321,0,40,3151,-2.6565464895635698,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670769,20170701234500,20170701234500,1,ncrv.nl,https://www.ncrv.nl/kijktip/fons-bij-de-buren-5166172,1,-1,108,48,1,100,843,4.3165467625899305,srclc:nld;eng:GT-NLD 1.0,
669670770,20170701234500,20170701234500,1,star.com.tr,http://www.star.com.tr/dunya/teroru-besledi-kilifi-hazirladi-haber-1232768/,4,-1,1772,1739,1,100,2576,-2.25,srclc:tur;eng:GT-TUR 1.0,
669664412,20170701230000,20170701234500,1,almadapaper.net,http://www.almadapaper.net/ar/news/532215/%D8%A7%D8%AE%D8%AA%D9%8A%D8%A7%D8%B1-%D9%86%D8%A7%D8%A6%D8%A8%D8%A9-%D9%84%D8%B1%D8%A6%D8%A7%D8%B3%D8%A9-%D9%83%D8%AA%D9%84%D8%A9-%D8%AA%D8%BA%D9%8A%D9%8A%D8%B1-%D8%A7%D9%84%D9%83%D8%B1%D8%AF%D9%8A%D8%A9,4,-1,1099,1053,0,80,2589,-1.0958904109589,srclc:ara;eng:GT-ARA 1.0,
669495250,20170701011500,20170701234500,1,iraqicp.com,http://www.iraqicp.com/index.php/sections/variety/60502-2017-07-01-19-02-38,13,-1,2710,2681,1,100,5465,6.8181818181817695,srclc:ara;eng:GT-ARA 1.0,
669478205,20170701000000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=rFU2Pja790531752318arFU2Pj,10,-1,1999,2027,1,100,2584,-3.18302387267905,srclc:ara;eng:GT-ARA 1.0,
669517460,20170701033000,20170701234500,1,observador.pt,http://observador.pt/especiais/o-jornalista-que-passou-cinco-anos-a-procura-da-biblia-mais-antiga-do-mundo/,24,-1,11454,11428,1,100,42271,-0.38276155372838,srclc:por;eng:GT-POR 1.0,
